"Date","Time","Open","High","Low","Close","Vol","OI"
03/08/1996,16:00,9.56,9.63,8.38,8.75,8500200,0
03/15/1996,16:00,8.81,9.00,8.56,8.88,7728600,0
03/22/1996,16:00,9.00,9.19,8.44,8.44,8152200,0
03/29/1996,16:00,8.50,9.13,8.38,8.69,7693200,0
04/05/1996,16:00,8.75,8.94,8.50,8.63,5748000,0
04/12/1996,16:00,8.50,9.06,8.50,8.56,8896800,0
04/19/1996,16:00,8.63,8.81,8.31,8.69,11567000,0
04/26/1996,16:00,8.81,9.50,8.56,9.25,11648200,0
05/03/1996,16:00,9.25,9.94,9.00,9.75,12547800,0
05/10/1996,16:00,9.88,9.88,9.13,9.13,8876200,0
05/17/1996,16:00,9.19,9.69,9.06,9.69,8414600,0
05/24/1996,16:00,9.38,9.50,8.56,8.69,11619000,0
05/31/1996,16:00,8.75,9.00,8.69,8.81,5513600,0
06/07/1996,16:00,8.75,8.81,8.50,8.69,5682000,0
06/14/1996,16:00,8.69,8.69,8.00,8.13,7619000,0
06/21/1996,16:00,8.06,8.13,6.50,7.13,16285200,0
06/28/1996,16:00,7.06,7.25,6.44,6.81,10940000,0
07/05/1996,16:00,6.88,7.19,6.69,6.81,5662800,0
07/12/1996,16:00,6.81,6.88,5.94,6.06,10065400,0
07/19/1996,16:00,6.06,6.06,5.44,5.56,13384000,0
07/26/1996,16:00,5.56,6.19,5.13,6.19,9737400,0
08/02/1996,16:00,6.25,6.31,5.88,6.25,6775200,0
08/09/1996,16:00,6.25,7.13,6.06,6.94,10569800,0
08/16/1996,16:00,6.94,6.94,6.50,6.56,4699000,0
08/23/1996,16:00,6.56,6.69,6.31,6.31,4398200,0
08/30/1996,16:00,6.31,6.50,6.06,6.38,4254800,0
09/06/1996,16:00,6.38,6.38,6.06,6.19,2551600,0
09/13/1996,16:00,6.31,6.63,6.25,6.50,5460600,0
09/20/1996,16:00,6.63,7.31,6.56,7.25,11272000,0
09/27/1996,16:00,7.13,8.13,7.00,7.31,15148400,0
10/04/1996,16:00,7.44,7.56,7.06,7.25,4249800,0
10/11/1996,16:00,7.31,8.50,7.25,8.13,12135600,0
10/18/1996,16:00,8.13,9.00,8.13,8.69,14967600,0
10/25/1996,16:00,8.69,8.94,8.50,8.75,8807800,0
11/01/1996,16:00,8.75,9.19,8.63,8.94,9320020,0
11/08/1996,16:00,8.88,10.38,8.88,10.19,15305000,0
11/15/1996,16:00,10.06,13.06,9.81,12.56,41639800,0
11/22/1996,16:00,12.50,12.75,11.63,12.38,17270400,0
11/29/1996,16:00,12.44,12.63,12.06,12.13,7213400,0
12/06/1996,16:00,12.06,13.25,11.31,12.88,26795400,0
12/13/1996,16:00,13.00,14.19,12.56,14.00,21423600,0
12/20/1996,16:00,13.94,13.94,12.56,13.00,15133400,0
12/27/1996,16:00,13.06,13.44,12.81,13.06,3455200,0
01/03/1997,16:00,13.00,14.13,12.44,14.00,10072200,0
01/10/1997,16:00,14.00,15.06,13.38,13.88,24298600,0
01/17/1997,16:00,14.81,17.50,14.31,17.50,49591400,0
01/24/1997,16:00,17.31,17.44,15.81,15.88,16444400,0
01/31/1997,16:00,16.00,18.06,15.38,17.50,21012600,0
02/07/1997,16:00,17.56,17.81,15.88,17.25,13292400,0
02/14/1997,16:00,17.31,17.50,15.69,16.94,16611800,0
02/21/1997,16:00,16.94,18.38,16.75,17.44,15850400,0
02/28/1997,16:00,17.50,18.44,17.19,17.94,14575200,0
03/07/1997,16:00,17.75,20.00,17.69,19.75,20695800,0
03/14/1997,16:00,19.75,24.25,19.44,22.25,54710200,0
03/21/1997,16:00,21.75,22.88,18.56,19.44,40861000,0
03/28/1997,16:00,19.50,21.81,17.81,20.69,30922400,0
04/04/1997,16:00,20.69,21.25,18.25,19.69,41763000,0
04/11/1997,16:00,20.25,22.50,18.50,19.13,37986800,0
04/18/1997,16:00,19.25,19.81,18.38,18.44,21145800,0
04/25/1997,16:00,18.38,20.88,17.50,20.31,28525000,0
05/02/1997,16:00,20.31,22.13,20.06,22.00,19038000,0
05/09/1997,16:00,22.13,22.88,21.25,22.50,24345200,0
05/16/1997,16:00,22.50,22.56,21.25,21.38,15091200,0
05/23/1997,16:00,21.25,21.44,19.75,20.44,21817000,0
05/30/1997,16:00,20.50,21.81,18.63,20.00,20561600,0
06/06/1997,16:00,20.81,20.81,18.25,19.31,26724600,0
06/13/1997,16:00,19.44,20.69,18.31,18.38,32333000,0
06/20/1997,16:00,18.63,19.75,18.44,18.47,21052800,0
06/27/1997,16:00,18.44,19.13,17.78,17.88,18878800,0
07/04/1997,16:00,17.84,18.47,17.00,17.97,16751200,0
07/11/1997,16:00,18.81,20.00,18.56,18.97,32404600,0
07/18/1997,16:00,18.88,20.44,18.50,18.50,18057800,0
07/25/1997,16:00,18.63,19.00,17.53,17.56,15089600,0
08/01/1997,16:00,17.59,18.50,16.59,18.19,24703000,0
08/08/1997,16:00,18.75,19.63,17.97,18.03,19928868,0
08/15/1997,16:00,18.06,19.63,17.59,18.75,16611200,0
08/22/1997,16:00,18.53,21.38,18.38,20.91,35387600,0
08/29/1997,16:00,21.00,21.19,18.56,18.81,12608600,0
09/05/1997,16:00,18.91,20.00,17.28,17.72,25971200,0
09/12/1997,16:00,17.72,18.00,16.31,17.75,30856200,0
09/19/1997,16:00,17.75,17.94,15.63,16.25,27556800,0
09/26/1997,16:00,16.75,16.81,15.38,16.19,26344800,0
10/03/1997,16:00,16.25,16.69,13.38,14.91,51740400,0
10/10/1997,16:00,15.09,15.81,14.03,15.41,27610800,0
10/17/1997,16:00,15.44,15.56,13.75,14.00,15470600,0
10/24/1997,16:00,14.03,14.88,12.63,13.09,22200000,0
10/31/1997,16:00,12.75,12.88,9.81,11.50,27847600,0
11/07/1997,16:00,11.91,12.28,10.13,11.28,20431600,0
11/14/1997,16:00,11.31,11.31,9.28,10.22,20841800,0
11/21/1997,16:00,10.66,11.59,10.38,11.19,16287400,0
11/28/1997,16:00,11.31,11.31,10.63,10.91,8526600,0
12/05/1997,16:00,11.00,11.31,10.28,10.56,11869400,0
12/12/1997,16:00,10.56,11.06,8.94,9.09,14887800,0
